ADAM33 	ALOX5  	0.0059584
CCL8   	SATB1  	0.012827
CCL8   	STAT5A 	0.015535
CCL8   	STAT6  	0.015001
CCL8   	TBX21  	0.014728
CCL8   	TGFB1  	0.014522
CCL8   	TNFRSF4	0.0087692
CCL8   	TNFSF4 	0.0031819
CCL8   	TSLP   	0.015663
CCR3   	CCR4   	0.019346
CCR3   	CCR8   	0.019936
CCR3   	CD40LG 	0.015735
CCR3   	CLC    	0.0049704
CCR3   	CLCA1  	0.0069049
CCR3   	CMA1   	0.010698
CCR3   	CRLF2  	0.012791
CCR3   	CSF2   	0.015096
CCR3   	CSF3R  	0.012374
CCR3   	CYSLTR1	0.0094177
CCR3   	EPX    	0.0049704
CCR3   	FCER1A 	0.0074841
CCR3   	FOXP3  	0.015673
CCR3   	GATA3  	0.015026
CCR3   	GPR44  	0.020763
CCR3   	ICOS   	0.014863
CCR3   	IFNG   	0.01566
CCR3   	IFNGR2 	0.014314
CCR3   	IL10   	0.015287
CCR3   	IL12A  	0.015213
CCR3   	IL12B  	0.015343
CCR3   	IL13   	0.015072
CCR3   	IL13RA1	0.014624
CCR3   	IL13RA2	0.014624
CCR3   	IL17A  	0.015401
CCR3   	IL17RB 	0.014336
CCR3   	IL18   	0.01518
CCR3   	IL1RL1 	0.014965
CCR3   	IL21   	0.015177
CCR3   	IL25   	0.015195
CCR3   	IL2RA  	0.014926
CCR3   	IL3    	0.015338
CCR3   	IL33   	0.015119
CCR3   	IL3RA  	0.015038
CCR3   	IL4    	0.015036
CCR3   	IL4R   	0.014745
CCR3   	IL5    	0.015613
CCR3   	IL5RA  	0.015054
CCR3   	IL9    	0.014937
CCR3   	KIT    	0.01472
CCR3   	KITLG  	0.013537
CCR3   	LTB4R  	0.0096997
CCR3   	MAF    	0.013227
CCR3   	MMP9   	0.015928
CCR3   	MS4A2  	0.003368
CCR3   	PDCD1  	0.012474
CCR3   	POSTN  	0.002774
CCR3   	PPARG  	0.01552
CCR3   	RETNLB 	0.0070689
CCR3   	RNASE2 	0.0049704
CCR3   	RNASE3 	0.0091374
CCR3   	RORC   	0.015049
CCR3   	SATB1  	0.014421
CCR3   	STAT5A 	0.015207
CCR3   	STAT6  	0.015186
CCR3   	TBX21  	0.015263
CCR3   	TGFB1  	0.015205
CCR3   	TNFRSF4	0.010334
CCR3   	TNFSF4 	0.0046825
CCR3   	TSLP   	0.015456
CCR4   	CCR8   	0.021154
CCR4   	CD40LG 	0.015845
CCR4   	CLC    	0.0048306
CCR4   	CLCA1  	0.0066381
CCR4   	CMA1   	0.0097744
CCR4   	CRLF2  	0.012419
CCR4   	CSF2   	0.015034
CCR4   	CSF3R  	0.011864
CCR4   	CYSLTR1	0.0083914
CCR4   	EPX    	0.0048306
CCR4   	FCER1A 	0.0066655
CCR4   	FOXP3  	0.015866
CCR4   	GATA3  	0.014992
CCR4   	GPR44  	0.021953
CCR4   	ICOS   	0.014863
CCR4   	IFNG   	0.015805
CCR4   	IFNGR2 	0.014146
CCR4   	IL10   	0.015355
CCR4   	IL12A  	0.015273
CCR4   	IL12B  	0.015428
CCR4   	IL13   	0.015113
CCR4   	IL13RA1	0.014417
CCR4   	IL13RA2	0.014417
CCR4   	IL17A  	0.015476
CCR4   	IL17RB 	0.013998
CCR4   	IL18   	0.015182
CCR4   	IL1RL1 	0.014797
CCR4   	IL21   	0.015177
CCR4   	IL25   	0.015093
CCR4   	IL2RA  	0.014857
CCR4   	IL3    	0.015275
CCR4   	IL33   	0.015011
CCR4   	IL3RA  	0.014777
CCR4   	IL4    	0.015042
CCR4   	IL4R   	0.014696
CCR4   	IL5    	0.015738
CCR4   	IL5RA  	0.014496
CCR4   	IL9    	0.014847
CCR4   	KIT    	0.014313
CCR4   	KITLG  	0.013144
CCR4   	LTB4R  	0.0086778
CCR4   	MAF    	0.012929
CCR4   	MMP9   	0.016119
CCR4   	MS4A2  	0.002571
CCR4   	PDCD1  	0.01218
CCR4   	POSTN  	0.0025332
CCR4   	PPARG  	0.015671
CCR4   	RETNLB 	0.0070858
CCR4   	RNASE2 	0.0048306
CCR4   	RNASE3 	0.0091699
CCR4   	RORC   	0.015206
CCR4   	SATB1  	0.013947
CCR4   	STAT5A 	0.01521
CCR4   	STAT6  	0.015323
CCR4   	TBX21  	0.015328
CCR4   	TGFB1  	0.015213
CCR4   	TNFRSF4	0.0096693
CCR4   	TNFSF4 	0.0038589
CCR4   	TSLP   	0.015539
CCR8   	CD40LG 	0.015794
CCR8   	CLC    	0.0049986
CCR8   	CLCA1  	0.0065177
CCR8   	CMA1   	0.0096487
CCR8   	CRLF2  	0.012228
CCR8   	CSF2   	0.014964
CCR8   	CSF3R  	0.011651
CCR8   	CYSLTR1	0.0082855
CCR8   	EPX    	0.0049986
CCR8   	FCER1A 	0.0066261
CCR8   	FOXP3  	0.015733
CCR8   	GATA3  	0.014807
CCR8   	GPR44  	0.023313
CCR8   	ICOS   	0.014603
CCR8   	IFNG   	0.015753
CCR8   	IFNGR2 	0.013619
CCR8   	IL10   	0.01523
CCR8   	IL12A  	0.015014
CCR8   	IL12B  	0.015267
CCR8   	IL13   	0.015039
CCR8   	IL13RA1	0.014225
CCR8   	IL13RA2	0.014225
CCR8   	IL17A  	0.015361
CCR8   	IL17RB 	0.013926
CCR8   	IL18   	0.015082
CCR8   	IL1RL1 	0.014596
CCR8   	IL21   	0.015016
CCR8   	IL25   	0.015083
CCR8   	IL2RA  	0.01475
CCR8   	IL3    	0.015242
CCR8   	IL33   	0.014888
CCR8   	IL3RA  	0.01468
CCR8   	IL4    	0.014979
CCR8   	IL4R   	0.014603
CCR8   	IL5    	0.015787
CCR8   	IL5RA  	0.014461
CCR8   	IL9    	0.014785
CCR8   	KIT    	0.014206
CCR8   	KITLG  	0.013045
CCR8   	LTB4R  	0.0085648
CCR8   	MAF    	0.012439
CCR8   	MMP9   	0.016041
CCR8   	MS4A2  	0.0025692
CCR8   	PDCD1  	0.011587
CCR8   	POSTN  	0.002465
CCR8   	PPARG  	0.015466
CCR8   	RETNLB 	0.0068382
CCR8   	RNASE2 	0.0049986
CCR8   	RNASE3 	0.0093649
CCR8   	RORC   	0.014695
CCR8   	SATB1  	0.013773
CCR8   	STAT5A 	0.01517
CCR8   	STAT6  	0.015252
CCR8   	TBX21  	0.015135
CCR8   	TGFB1  	0.015029
CCR8   	TNFRSF4	0.0094732
CCR8   	TNFSF4 	0.0037144
CCR8   	TSLP   	0.015512
CD40LG 	CLC    	0.0039615
CD40LG 	CLCA1  	0.0074151
CD40LG 	CMA1   	0.012293
CD40LG 	CRLF2  	0.013173
CD40LG 	CSF2   	0.015577
CD40LG 	CSF3R  	0.014424
CD40LG 	CYSLTR1	0.011595
CD40LG 	EPX    	0.0039615
CD40LG 	FCER1A 	0.0072994
CD40LG 	FOXP3  	0.015849
CD40LG 	GATA3  	0.015758
CD40LG 	GPR44  	0.015695
CD40LG 	ICOS   	0.016239
CD40LG 	IFNG   	0.015716
CD40LG 	IFNGR2 	0.015564
CD40LG 	IL10   	0.015801
CD40LG 	IL12A  	0.015837
CD40LG 	IL12B  	0.0157
CD40LG 	IL13   	0.015273
CD40LG 	IL13RA1	0.015117
CD40LG 	IL13RA2	0.015117
CD40LG 	IL17A  	0.015721
CD40LG 	IL17RB 	0.014777
CD40LG 	IL18   	0.015674
CD40LG 	IL1RL1 	0.016052
CD40LG 	IL21   	0.015725
CD40LG 	IL25   	0.015339
CD40LG 	IL2RA  	0.015496
CD40LG 	IL3    	0.015669
CD40LG 	IL33   	0.015767
CD40LG 	IL3RA  	0.01584
CD40LG 	IL4    	0.015241
CD40LG 	IL4R   	0.015065
CD40LG 	IL5    	0.015387
CD40LG 	IL5RA  	0.016132
CD40LG 	IL9    	0.015313
CD40LG 	KIT    	0.015727
CD40LG 	KITLG  	0.014516
CD40LG 	LTB4R  	0.011749
CD40LG 	MAF    	0.016392
CD40LG 	MMP9   	0.016031
CD40LG 	MS4A2  	0.0030183
CD40LG 	PDCD1  	0.016855
CD40LG 	POSTN  	0.0030938
CD40LG 	PPARG  	0.015775
CD40LG 	RETNLB 	0.00713
CD40LG 	RNASE2 	0.0039615
CD40LG 	RNASE3 	0.0080746
CD40LG 	RORC   	0.015996
CD40LG 	SATB1  	0.01501
CD40LG 	STAT5A 	0.015382
CD40LG 	STAT6  	0.01517
CD40LG 	TBX21  	0.015819
CD40LG 	TGFB1  	0.015875
CD40LG 	TNFRSF4	0.012079
CD40LG 	TNFSF4 	0.0063999
CD40LG 	TSLP   	0.015425
CLC    	CLCA1  	0.0012083
CLC    	CMA1   	0.0019203
CLC    	CRLF2  	0.0019791
CLC    	CSF2   	0.0037338
CLC    	CSF3R  	0.0019281
CLC    	CYSLTR1	0.0015843
CLC    	EPX    	0.20099
CLC    	FCER1A 	0.0011272
CLC    	FOXP3  	0.0038469
CLC    	GATA3  	0.00377
CLC    	GPR44  	0.0054146
CLC    	ICOS   	0.0035358
CLC    	IFNG   	0.0042116
CLC    	IFNGR2 	0.0024592
CLC    	IL10   	0.003822
CLC    	IL12A  	0.0033378
CLC    	IL12B  	0.0038483
CLC    	IL13   	0.0041536
CLC    	IL13RA1	0.0030638
CLC    	IL13RA2	0.0030638
CLC    	IL17A  	0.0041719
CLC    	IL17RB 	0.0041226
CLC    	IL18   	0.0039125
CLC    	IL1RL1 	0.0038202
CLC    	IL21   	0.0038037
CLC    	IL25   	0.0052551
CLC    	IL2RA  	0.003715
CLC    	IL3    	0.0038206
CLC    	IL33   	0.0040664
CLC    	IL3RA  	0.0036677
CLC    	IL4    	0.0039337
CLC    	IL4R   	0.0041452
CLC    	IL5    	0.0074057
CLC    	IL5RA  	0.0037666
CLC    	IL9    	0.0042529
CLC    	KIT    	0.0029643
CLC    	KITLG  	0.0031314
CLC    	LTB4R  	0.0016371
CLC    	MAF    	0.0023601
CLC    	MMP9   	0.0036498
CLC    	MS4A2  	0.00030235
CLC    	PDCD1  	0.0020258
CLC    	POSTN  	0.00032783
CLC    	PPARG  	0.0043303
CLC    	RETNLB 	0.0012119
CLC    	RNASE2 	0.20099
CLC    	RNASE3 	0.13611
CLC    	RORC   	0.0031188
CLC    	SATB1  	0.0036601
CLC    	STAT5A 	0.0036101
CLC    	STAT6  	0.0041475
CLC    	TBX21  	0.0037596
CLC    	TGFB1  	0.0033154
CLC    	TNFRSF4	0.0017494
CLC    	TNFSF4 	0.00047907
CLC    	TSLP   	0.0038888
CLCA1  	CMA1   	0.0045226
CLCA1  	CRLF2  	0.0051599
CLCA1  	CSF2   	0.0078526
CLCA1  	CSF3R  	0.0049107
CLCA1  	CYSLTR1	0.0035612
CLCA1  	EPX    	0.0012083
CLCA1  	FCER1A 	0.0029089
CLCA1  	FOXP3  	0.007484
CLCA1  	GATA3  	0.0082208
CLCA1  	GPR44  	0.0061118
CLCA1  	ICOS   	0.0069543
CLCA1  	IFNG   	0.0080733
CLCA1  	IFNGR2 	0.0063311
CLCA1  	IL10   	0.0080815
CLCA1  	IL12A  	0.0074025
CLCA1  	IL12B  	0.0084198
CLCA1  	IL13   	0.018528
CLCA1  	IL13RA1	0.01057
CLCA1  	IL13RA2	0.01057
CLCA1  	IL17A  	0.0081532
CLCA1  	IL17RB 	0.0068672
CLCA1  	IL18   	0.0083917
CLCA1  	IL1RL1 	0.0076096
CLCA1  	IL21   	0.0080976
CLCA1  	IL25   	0.0094423
CLCA1  	IL2RA  	0.0072728
CLCA1  	IL3    	0.0079311
CLCA1  	IL33   	0.0094036
CLCA1  	IL3RA  	0.0071095
CLCA1  	IL4    	0.0078371
CLCA1  	IL4R   	0.0084735
CLCA1  	IL5    	0.0076046
CLCA1  	IL5RA  	0.0068085
CLCA1  	IL9    	0.0080954
CLCA1  	KIT    	0.0066394
CLCA1  	KITLG  	0.006353
CLCA1  	LTB4R  	0.0037446
CLCA1  	MAF    	0.005836
CLCA1  	MMP9   	0.0090152
CLCA1  	MS4A2  	0.00098655
CLCA1  	PDCD1  	0.0052037
CLCA1  	POSTN  	0.27814
CLCA1  	PPARG  	0.0070931
CLCA1  	RETNLB 	0.0031977
CLCA1  	RNASE2 	0.0012083
CLCA1  	RNASE3 	0.0032731
CLCA1  	RORC   	0.0067689
CLCA1  	SATB1  	0.0063303
CLCA1  	STAT5A 	0.0069874
CLCA1  	STAT6  	0.0083349
CLCA1  	TBX21  	0.0075595
CLCA1  	TGFB1  	0.0089441
CLCA1  	TNFRSF4	0.0042039
CLCA1  	TNFSF4 	0.0014433
CLCA1  	TSLP   	0.0082683
CMA1   	CRLF2  	0.010071
CMA1   	CSF2   	0.015339
CMA1   	CSF3R  	0.011106
CMA1   	CYSLTR1	0.056307
CMA1   	EPX    	0.0019203
CMA1   	FCER1A 	0.0048302
CMA1   	FOXP3  	0.011555
CMA1   	GATA3  	0.010949
CMA1   	GPR44  	0.0094784
CMA1   	ICOS   	0.01071
CMA1   	IFNG   	0.012194
CMA1   	IFNGR2 	0.0086392
CMA1   	IL10   	0.01186
CMA1   	IL12A  	0.010768
CMA1   	IL12B  	0.01121
CMA1   	IL13   	0.01215
CMA1   	IL13RA1	0.010436
CMA1   	IL13RA2	0.010436
CMA1   	IL17A  	0.012073
CMA1   	IL17RB 	0.010221
CMA1   	IL18   	0.013662
CMA1   	IL1RL1 	0.010798
CMA1   	IL21   	0.012687
CMA1   	IL25   	0.012507
CMA1   	IL2RA  	0.012929
CMA1   	IL3    	0.015256
CMA1   	IL33   	0.011569
CMA1   	IL3RA  	0.013753
CMA1   	IL4    	0.012483
CMA1   	IL4R   	0.011924
CMA1   	IL5    	0.013027
CMA1   	IL5RA  	0.015906
CMA1   	IL9    	0.019832
CMA1   	KIT    	0.018206
CMA1   	KITLG  	0.035445
CMA1   	LTB4R  	0.077696
CMA1   	MAF    	0.0084243
CMA1   	MMP9   	0.011945
CMA1   	MS4A2  	0.0016907
CMA1   	PDCD1  	0.0074799
CMA1   	POSTN  	0.0015209
CMA1   	PPARG  	0.010993
CMA1   	RETNLB 	0.0041024
CMA1   	RNASE2 	0.0019203
CMA1   	RNASE3 	0.0051808
CMA1   	RORC   	0.010356
CMA1   	SATB1  	0.0096986
CMA1   	STAT5A 	0.013948
CMA1   	STAT6  	0.011393
CMA1   	TBX21  	0.011577
CMA1   	TGFB1  	0.015289
CMA1   	TNFRSF4	0.0075577
CMA1   	TNFSF4 	0.0027935
CMA1   	TSLP   	0.013092
CRLF2  	CSF2   	0.015026
CRLF2  	CSF3R  	0.019369
CRLF2  	CYSLTR1	0.0079706
CRLF2  	EPX    	0.0019791
CRLF2  	FCER1A 	0.0049827
CRLF2  	FOXP3  	0.013661
CRLF2  	GATA3  	0.012108
CRLF2  	GPR44  	0.011694
CRLF2  	ICOS   	0.012199
CRLF2  	IFNG   	0.013568
CRLF2  	IFNGR2 	0.0098418
CRLF2  	IL10   	0.013284
CRLF2  	IL12A  	0.012172
CRLF2  	IL12B  	0.01255
CRLF2  	IL13   	0.013495
CRLF2  	IL13RA1	0.011355
CRLF2  	IL13RA2	0.011355
CRLF2  	IL17A  	0.013296
CRLF2  	IL17RB 	0.010087
CRLF2  	IL18   	0.01253
CRLF2  	IL1RL1 	0.011143
CRLF2  	IL21   	0.015251
CRLF2  	IL25   	0.011705
CRLF2  	IL2RA  	0.014249
CRLF2  	IL3    	0.01586
CRLF2  	IL33   	0.01179
CRLF2  	IL3RA  	0.013949
CRLF2  	IL4    	0.013228
CRLF2  	IL4R   	0.013196
CRLF2  	IL5    	0.013561
CRLF2  	IL5RA  	0.013727
CRLF2  	IL9    	0.015049
CRLF2  	KIT    	0.016001
CRLF2  	KITLG  	0.013665
CRLF2  	LTB4R  	0.0083983
CRLF2  	MAF    	0.009434
CRLF2  	MMP9   	0.01295
CRLF2  	MS4A2  	0.001681
CRLF2  	PDCD1  	0.0086628
CRLF2  	POSTN  	0.0017609
CRLF2  	PPARG  	0.014474
CRLF2  	RETNLB 	0.0042226
CRLF2  	RNASE2 	0.0019791
CRLF2  	RNASE3 	0.0055198
CRLF2  	RORC   	0.012913
CRLF2  	SATB1  	0.010338
CRLF2  	STAT5A 	0.024517
CRLF2  	STAT6  	0.012297
CRLF2  	TBX21  	0.013577
CRLF2  	TGFB1  	0.01302
CRLF2  	TNFRSF4	0.0081381
CRLF2  	TNFSF4 	0.0029508
CRLF2  	TSLP   	0.032203
CSF2   	CSF3R  	0.021424
CSF2   	CYSLTR1	0.015725
CSF2   	EPX    	0.0037338
CSF2   	FCER1A 	0.0076135
CSF2   	FOXP3  	0.015351
CSF2   	GATA3  	0.015065
CSF2   	GPR44  	0.014837
CSF2   	ICOS   	0.015103
CSF2   	IFNG   	0.015313
CSF2   	IFNGR2 	0.014571
CSF2   	IL10   	0.015262
CSF2   	IL12A  	0.015184
CSF2   	IL12B  	0.015162
CSF2   	IL13   	0.015003
CSF2   	IL13RA1	0.014859
CSF2   	IL13RA2	0.014859
CSF2   	IL17A  	0.015337
CSF2   	IL17RB 	0.014514
CSF2   	IL18   	0.015425
CSF2   	IL1RL1 	0.015368
CSF2   	IL21   	0.015474
CSF2   	IL25   	0.015055
CSF2   	IL2RA  	0.015305
CSF2   	IL3    	0.015785
CSF2   	IL33   	0.015301
CSF2   	IL3RA  	0.016001
CSF2   	IL4    	0.014941
CSF2   	IL4R   	0.014852
CSF2   	IL5    	0.015147
CSF2   	IL5RA  	0.017162
CSF2   	IL9    	0.015497
CSF2   	KIT    	0.016476
CSF2   	KITLG  	0.015808
CSF2   	LTB4R  	0.015618
CSF2   	MAF    	0.0141
CSF2   	MMP9   	0.015719
CSF2   	MS4A2  	0.0034621
CSF2   	PDCD1  	0.013705
CSF2   	POSTN  	0.0036614
CSF2   	PPARG  	0.015598
CSF2   	RETNLB 	0.006893
CSF2   	RNASE2 	0.0037338
CSF2   	RNASE3 	0.0077368
CSF2   	RORC   	0.015582
CSF2   	SATB1  	0.014496
CSF2   	STAT5A 	0.015857
CSF2   	STAT6  	0.014739
CSF2   	TBX21  	0.015333
CSF2   	TGFB1  	0.015762
CSF2   	TNFRSF4	0.011538
CSF2   	TNFSF4 	0.0060045
CSF2   	TSLP   	0.015501
CSF3R  	CYSLTR1	0.010475
CSF3R  	EPX    	0.0019281
CSF3R  	FCER1A 	0.0048661
CSF3R  	FOXP3  	0.01375
CSF3R  	GATA3  	0.012318
CSF3R  	GPR44  	0.011431
CSF3R  	ICOS   	0.012576
CSF3R  	IFNG   	0.013919
CSF3R  	IFNGR2 	0.010302
CSF3R  	IL10   	0.01397
CSF3R  	IL12A  	0.012502
CSF3R  	IL12B  	0.01279
CSF3R  	IL13   	0.013203
CSF3R  	IL13RA1	0.011261
CSF3R  	IL13RA2	0.011261
CSF3R  	IL17A  	0.013809
CSF3R  	IL17RB 	0.010258
CSF3R  	IL18   	0.013611
CSF3R  	IL1RL1 	0.011691
CSF3R  	IL21   	0.014536
CSF3R  	IL25   	0.011563
CSF3R  	IL2RA  	0.014965
CSF3R  	IL3    	0.015643
CSF3R  	IL33   	0.01206
CSF3R  	IL3RA  	0.015635
CSF3R  	IL4    	0.013118
CSF3R  	IL4R   	0.013332
CSF3R  	IL5    	0.013495
CSF3R  	IL5RA  	0.016092
CSF3R  	IL9    	0.014667
CSF3R  	KIT    	0.017964
CSF3R  	KITLG  	0.015121
CSF3R  	LTB4R  	0.010606
CSF3R  	MAF    	0.0097356
CSF3R  	MMP9   	0.014554
CSF3R  	MS4A2  	0.0016191
CSF3R  	PDCD1  	0.0092765
CSF3R  	POSTN  	0.0016375
CSF3R  	PPARG  	0.014746
CSF3R  	RETNLB 	0.0042592
CSF3R  	RNASE2 	0.0019281
CSF3R  	RNASE3 	0.0054158
CSF3R  	RORC   	0.013015
CSF3R  	SATB1  	0.010321
CSF3R  	STAT5A 	0.023721
CSF3R  	STAT6  	0.012325
CSF3R  	TBX21  	0.013753
CSF3R  	TGFB1  	0.014756
CSF3R  	TNFRSF4	0.0085068
CSF3R  	TNFSF4 	0.0031766
CSF3R  	TSLP   	0.015822
CYSLTR1	EPX    	0.0015843
CYSLTR1	FCER1A 	0.0040086
CYSLTR1	FOXP3  	0.010277
CYSLTR1	GATA3  	0.0098301
CYSLTR1	GPR44  	0.0082077
CYSLTR1	ICOS   	0.0095399
CYSLTR1	IFNG   	0.010991
CYSLTR1	IFNGR2 	0.0071305
CYSLTR1	IL10   	0.010878
CYSLTR1	IL12A  	0.0093929
CYSLTR1	IL12B  	0.0099198
CYSLTR1	IL13   	0.010859
CYSLTR1	IL13RA1	0.008595
CYSLTR1	IL13RA2	0.008595
CYSLTR1	IL17A  	0.01091
CYSLTR1	IL17RB 	0.0084553
CYSLTR1	IL18   	0.015394
CYSLTR1	IL1RL1 	0.010547
CYSLTR1	IL21   	0.011181
CYSLTR1	IL25   	0.010094
CYSLTR1	IL2RA  	0.011473
CYSLTR1	IL3    	0.013999
CYSLTR1	IL33   	0.010773
CYSLTR1	IL3RA  	0.012624
CYSLTR1	IL4    	0.01136
CYSLTR1	IL4R   	0.01024
CYSLTR1	IL5    	0.012674
CYSLTR1	IL5RA  	0.013008
CYSLTR1	IL9    	0.015484
CYSLTR1	KIT    	0.01765
CYSLTR1	KITLG  	0.038595
CYSLTR1	LTB4R  	0.096318
CYSLTR1	MAF    	0.0071703
CYSLTR1	MMP9   	0.010858
CYSLTR1	MS4A2  	0.0012959
CYSLTR1	PDCD1  	0.0063406
CYSLTR1	POSTN  	0.001055
CYSLTR1	PPARG  	0.0094225
CYSLTR1	RETNLB 	0.0031401
CYSLTR1	RNASE2 	0.0015843
CYSLTR1	RNASE3 	0.004557
CYSLTR1	RORC   	0.0087443
CYSLTR1	SATB1  	0.0086889
CYSLTR1	STAT5A 	0.012743
CYSLTR1	STAT6  	0.010035
CYSLTR1	TBX21  	0.010503
CYSLTR1	TGFB1  	0.014672
CYSLTR1	TNFRSF4	0.006148
CYSLTR1	TNFSF4 	0.0020098
CYSLTR1	TSLP   	0.011413
EPX    	FCER1A 	0.0011272
EPX    	FOXP3  	0.0038469
EPX    	GATA3  	0.00377
EPX    	GPR44  	0.0054146
EPX    	ICOS   	0.0035358
EPX    	IFNG   	0.0042116
EPX    	IFNGR2 	0.0024592
EPX    	IL10   	0.003822
EPX    	IL12A  	0.0033378
EPX    	IL12B  	0.0038483
EPX    	IL13   	0.0041536
EPX    	IL13RA1	0.0030638
EPX    	IL13RA2	0.0030638
EPX    	IL17A  	0.0041719
EPX    	IL17RB 	0.0041226
EPX    	IL18   	0.0039125
EPX    	IL1RL1 	0.0038202
EPX    	IL21   	0.0038037
EPX    	IL25   	0.0052551
EPX    	IL2RA  	0.003715
EPX    	IL3    	0.0038206
EPX    	IL33   	0.0040664
EPX    	IL3RA  	0.0036677
EPX    	IL4    	0.0039337
EPX    	IL4R   	0.0041452
EPX    	IL5    	0.0074057
EPX    	IL5RA  	0.0037666
EPX    	IL9    	0.0042529
EPX    	KIT    	0.0029643
EPX    	KITLG  	0.0031314
EPX    	LTB4R  	0.0016371
EPX    	MAF    	0.0023601
EPX    	MMP9   	0.0036498
EPX    	MS4A2  	0.00030235
EPX    	PDCD1  	0.0020258
EPX    	POSTN  	0.00032783
EPX    	PPARG  	0.0043303
EPX    	RETNLB 	0.0012119
EPX    	RNASE2 	0.20099
EPX    	RNASE3 	0.13611
EPX    	RORC   	0.0031188
EPX    	SATB1  	0.0036601
EPX    	STAT5A 	0.0036101
EPX    	STAT6  	0.0041475
EPX    	TBX21  	0.0037596
EPX    	TGFB1  	0.0033154
EPX    	TNFRSF4	0.0017494
EPX    	TNFSF4 	0.00047907
EPX    	TSLP   	0.0038888
FCER1A 	FOXP3  	0.0074045
FCER1A 	GATA3  	0.0083258
FCER1A 	GPR44  	0.0062057
FCER1A 	ICOS   	0.0072291
FCER1A 	IFNG   	0.007765
FCER1A 	IFNGR2 	0.0064346
FCER1A 	IL10   	0.0078342
FCER1A 	IL12A  	0.0081891
FCER1A 	IL12B  	0.0080659
FCER1A 	IL13   	0.0078371
FCER1A 	IL13RA1	0.0093238
FCER1A 	IL13RA2	0.0093238
FCER1A 	IL17A  	0.0077293
FCER1A 	IL17RB 	0.005593
FCER1A 	IL18   	0.0078681
FCER1A 	IL1RL1 	0.0070954
FCER1A 	IL21   	0.0078452
FCER1A 	IL25   	0.0066689
FCER1A 	IL2RA  	0.0081373
FCER1A 	IL3    	0.0079707
FCER1A 	IL33   	0.0081652
FCER1A 	IL3RA  	0.0087086
FCER1A 	IL4    	0.015309
FCER1A 	IL4R   	0.008077
FCER1A 	IL5    	0.0074687
FCER1A 	IL5RA  	0.0065877
FCER1A 	IL9    	0.007681
FCER1A 	KIT    	0.0086065
FCER1A 	KITLG  	0.0071577
FCER1A 	LTB4R  	0.0041647
FCER1A 	MAF    	0.0085822
FCER1A 	MMP9   	0.00713
FCER1A 	MS4A2  	0.2769
FCER1A 	PDCD1  	0.0061948
FCER1A 	POSTN  	0.00098655
FCER1A 	PPARG  	0.0081318
FCER1A 	RETNLB 	0.0029977
FCER1A 	RNASE2 	0.0011272
FCER1A 	RNASE3 	0.0031089
FCER1A 	RORC   	0.0069757
FCER1A 	SATB1  	0.0096685
FCER1A 	STAT5A 	0.0071232
FCER1A 	STAT6  	0.0079739
FCER1A 	TBX21  	0.0080086
FCER1A 	TGFB1  	0.0070783
FCER1A 	TNFRSF4	0.0085668
FCER1A 	TNFSF4 	0.004178
FCER1A 	TSLP   	0.0077863
FOXP3  	GATA3  	0.015886
FOXP3  	GPR44  	0.015587
FOXP3  	ICOS   	0.016193
FOXP3  	IFNG   	0.015791
FOXP3  	IFNGR2 	0.017284
FOXP3  	IL10   	0.015811
FOXP3  	IL12A  	0.016308
FOXP3  	IL12B  	0.015984
FOXP3  	IL13   	0.015296
FOXP3  	IL13RA1	0.015377
FOXP3  	IL13RA2	0.015377
FOXP3  	IL17A  	0.015863
FOXP3  	IL17RB 	0.014935
FOXP3  	IL18   	0.01556
FOXP3  	IL1RL1 	0.016
FOXP3  	IL21   	0.01587
FOXP3  	IL25   	0.015271
FOXP3  	IL2RA  	0.015335
FOXP3  	IL3    	0.015417
FOXP3  	IL33   	0.015684
FOXP3  	IL3RA  	0.015431
FOXP3  	IL4    	0.015248
FOXP3  	IL4R   	0.015095
FOXP3  	IL5    	0.015331
FOXP3  	IL5RA  	0.015219
FOXP3  	IL9    	0.015158
FOXP3  	KIT    	0.015205
FOXP3  	KITLG  	0.014038
FOXP3  	LTB4R  	0.010579
FOXP3  	MAF    	0.016302
FOXP3  	MMP9   	0.016125
FOXP3  	MS4A2  	0.0031235
FOXP3  	PDCD1  	0.016408
FOXP3  	POSTN  	0.0031668
FOXP3  	PPARG  	0.016515
FOXP3  	RETNLB 	0.0084883
FOXP3  	RNASE2 	0.0038469
FOXP3  	RNASE3 	0.0079633
FOXP3  	RORC   	0.0175
FOXP3  	SATB1  	0.015505
FOXP3  	STAT5A 	0.015372
FOXP3  	STAT6  	0.015346
FOXP3  	TBX21  	0.016065
FOXP3  	TGFB1  	0.015869
FOXP3  	TNFRSF4	0.011438
FOXP3  	TNFSF4 	0.0057457
FOXP3  	TSLP   	0.015388
GATA3  	GPR44  	0.014576
GATA3  	ICOS   	0.017103
GATA3  	IFNG   	0.01561
GATA3  	IFNGR2 	0.015795
GATA3  	IL10   	0.015966
GATA3  	IL12A  	0.015999
GATA3  	IL12B  	0.015764
GATA3  	IL13   	0.015308
GATA3  	IL13RA1	0.015626
GATA3  	IL13RA2	0.015626
GATA3  	IL17A  	0.015845
GATA3  	IL17RB 	0.015163
GATA3  	IL18   	0.015763
GATA3  	IL1RL1 	0.01793
GATA3  	IL21   	0.015615
GATA3  	IL25   	0.015454
GATA3  	IL2RA  	0.015133
GATA3  	IL3    	0.015125
