ADAM33 	ALOX5  	0.00887
CCL5   	FOXP3  	0.013925
CCL5   	GATA3  	0.013829
CCL5   	GPR44  	0.013913
CCL5   	ICOS   	0.013871
CCL5   	IFNG   	0.01386
CCL5   	IFNGR2 	0.01387
CCL5   	IL10   	0.013833
CCL5   	IL12A  	0.013907
CCL5   	IL12B  	0.013878
CCL5   	IL13   	0.013768
CCL5   	IL13RA1	0.013861
CCL5   	IL13RA2	0.013879
CCL5   	IL17A  	0.013874
CCL5   	IL17RB 	0.013425
CCL5   	IL18   	0.013844
CCL5   	IL1RL1 	0.013978
CCL5   	IL21   	0.013907
CCL5   	IL25   	0.013854
CCL5   	IL2RA  	0.013865
CCL5   	IL3    	0.013848
CCL5   	IL33   	0.013943
CCL5   	IL3RA  	0.013791
CCL5   	IL4    	0.013714
CCL5   	IL4R   	0.013668
CCL5   	IL5    	0.013761
CCL5   	IL5RA  	0.013957
CCL5   	IL9    	0.013666
CCL5   	KIT    	0.013248
CCL5   	KITLG  	0.013497
CCL5   	LTB4R  	0.012088
CCL5   	MAF    	0.013923
CCL5   	MMP9   	0.013535
CCL5   	MRC1   	0.0024121
CCL5   	MS4A2  	0.011338
CCL5   	PDCD1  	0.013451
CCL5   	PMCH   	0.0092503
CCL5   	POSTN  	0.0052518
CCL5   	PPARG  	0.014008
CCL5   	RETNLB 	0.0053958
CCL5   	RNASE2 	0.013697
CCL5   	RNASE3 	0.013854
CCL5   	RORC   	0.014069
CCL5   	SATB1  	0.013313
CCL5   	STAT5A 	0.013896
CCL5   	STAT6  	0.013612
CCL5   	TBX21  	0.013906
CCL5   	TGFB1  	0.013859
CCL5   	TNFRSF4	0.013927
CCL5   	TNFSF4 	0.013887
CCL5   	TSLP   	0.013947
CCL8   	CCR3   	0.016474
CCL8   	CCR4   	0.01751
CCL8   	CCR8   	0.018361
CCL8   	CD40LG 	0.013774
CCL8   	CLC    	0.010875
CCL8   	CLCA1  	0.0085918
CCL8   	CMA1   	0.011642
CCL8   	CPA3   	0.008183
CCL8   	CRLF2  	0.015279
CCL8   	CSF2   	0.013803
CCL8   	CSF3R  	0.013825
CCL8   	CYSLTR1	0.010453
CCL8   	EPX    	0.013519
CCL8   	FCER1A 	0.0081311
CCL8   	FOXP3  	0.014231
CCL8   	GATA3  	0.013437
CCL8   	GPR44  	0.015032
CCL8   	ICOS   	0.013312
CCL8   	IFNG   	0.013921
CCL8   	IFNGR2 	0.012514
CCL8   	IL10   	0.013676
CCL8   	IL12A  	0.013589
CCL8   	IL12B  	0.013704
CCL8   	IL13   	0.013903
CCL8   	IL13RA1	0.013219
CCL8   	IL13RA2	0.01349
CCL8   	IL17A  	0.013863
CCL8   	IL17RB 	0.011883
CCL8   	IL18   	0.013621
CCL8   	IL1RL1 	0.012877
CCL8   	IL21   	0.013779
CCL8   	IL25   	0.013433
CCL8   	IL2RA  	0.013805
CCL8   	IL3    	0.013998
CCL8   	IL33   	0.013485
CCL8   	IL3RA  	0.013651
CCL8   	IL4    	0.013768
CCL8   	IL4R   	0.013452
CCL8   	IL5    	0.013949
CCL8   	IL5RA  	0.014429
CCL8   	IL9    	0.013563
CCL8   	KIT    	0.01261
CCL8   	KITLG  	0.012901
CCL8   	LTB4R  	0.0089975
CCL8   	MAF    	0.013308
CCL8   	MMP9   	0.013025
CCL8   	MRC1   	0.001734
CCL8   	MS4A2  	0.0096754
CCL8   	PDCD1  	0.011596
CCL8   	PMCH   	0.0077333
CCL8   	POSTN  	0.0032496
CCL8   	PPARG  	0.013986
CCL8   	RETNLB 	0.0046868
CCL8   	RNASE2 	0.012595
CCL8   	RNASE3 	0.013482
CCL8   	RORC   	0.013537
CCL8   	SATB1  	0.01194
CCL8   	STAT5A 	0.015103
CCL8   	STAT6  	0.013781
CCL8   	TBX21  	0.013746
CCL8   	TGFB1  	0.013757
CCL8   	TNFRSF4	0.013004
CCL8   	TNFSF4 	0.012677
CCL8   	TSLP   	0.014064
CCR3   	CCR4   	0.014452
CCR3   	CCR8   	0.014635
CCR3   	CD40LG 	0.013863
CCR3   	CLC    	0.014327
CCR3   	CLCA1  	0.0099625
CCR3   	CMA1   	0.012481
CCR3   	CPA3   	0.0096367
CCR3   	CRLF2  	0.01446
CCR3   	CSF2   	0.01385
CCR3   	CSF3R  	0.013811
CCR3   	CYSLTR1	0.011908
CCR3   	EPX    	0.014391
CCR3   	FCER1A 	0.0099714
CCR3   	FOXP3  	0.013963
CCR3   	GATA3  	0.013815
CCR3   	GPR44  	0.014244
CCR3   	ICOS   	0.01378
CCR3   	IFNG   	0.013868
CCR3   	IFNGR2 	0.013627
CCR3   	IL10   	0.013809
CCR3   	IL12A  	0.013879
CCR3   	IL12B  	0.013879
CCR3   	IL13   	0.013816
CCR3   	IL13RA1	0.013907
CCR3   	IL13RA2	0.0139
CCR3   	IL17A  	0.013871
CCR3   	IL17RB 	0.013189
CCR3   	IL18   	0.013812
CCR3   	IL1RL1 	0.013809
CCR3   	IL21   	0.013901
CCR3   	IL25   	0.013835
CCR3   	IL2RA  	0.013897
CCR3   	IL3    	0.013881
CCR3   	IL33   	0.013908
CCR3   	IL3RA  	0.013751
CCR3   	IL4    	0.013745
CCR3   	IL4R   	0.013731
CCR3   	IL5    	0.01384
CCR3   	IL5RA  	0.014091
CCR3   	IL9    	0.013657
CCR3   	KIT    	0.012971
CCR3   	KITLG  	0.013261
CCR3   	LTB4R  	0.010886
CCR3   	MAF    	0.013869
CCR3   	MMP9   	0.013281
CCR3   	MRC1   	0.0027912
CCR3   	MS4A2  	0.011294
CCR3   	PDCD1  	0.013002
CCR3   	PMCH   	0.0093547
CCR3   	POSTN  	0.0048144
CCR3   	PPARG  	0.013944
CCR3   	RETNLB 	0.0057621
CCR3   	RNASE2 	0.014336
CCR3   	RNASE3 	0.014131
CCR3   	RORC   	0.013949
CCR3   	SATB1  	0.01326
CCR3   	STAT5A 	0.013985
CCR3   	STAT6  	0.013695
CCR3   	TBX21  	0.013894
CCR3   	TGFB1  	0.013832
CCR3   	TNFRSF4	0.013765
CCR3   	TNFSF4 	0.01366
CCR3   	TSLP   	0.01398
CCR4   	CCR8   	0.014888
CCR4   	CD40LG 	0.013993
CCR4   	CLC    	0.012123
CCR4   	CLCA1  	0.0097458
CCR4   	CMA1   	0.012444
CCR4   	CPA3   	0.0093446
CCR4   	CRLF2  	0.014842
CCR4   	CSF2   	0.013846
CCR4   	CSF3R  	0.013606
CCR4   	CYSLTR1	0.011734
CCR4   	EPX    	0.013589
CCR4   	FCER1A 	0.01008
CCR4   	FOXP3  	0.014132
CCR4   	GATA3  	0.013962
CCR4   	GPR44  	0.014033
CCR4   	ICOS   	0.013972
CCR4   	IFNG   	0.014
CCR4   	IFNGR2 	0.013884
CCR4   	IL10   	0.013939
CCR4   	IL12A  	0.014047
CCR4   	IL12B  	0.014012
CCR4   	IL13   	0.013924
CCR4   	IL13RA1	0.013974
CCR4   	IL13RA2	0.013977
CCR4   	IL17A  	0.014017
CCR4   	IL17RB 	0.01351
CCR4   	IL18   	0.013926
CCR4   	IL1RL1 	0.014009
CCR4   	IL21   	0.014042
CCR4   	IL25   	0.013979
CCR4   	IL2RA  	0.013965
CCR4   	IL3    	0.013923
CCR4   	IL33   	0.014047
CCR4   	IL3RA  	0.013757
CCR4   	IL4    	0.013849
CCR4   	IL4R   	0.013696
CCR4   	IL5    	0.013904
CCR4   	IL5RA  	0.0141
CCR4   	IL9    	0.013726
CCR4   	KIT    	0.012935
CCR4   	KITLG  	0.013267
CCR4   	LTB4R  	0.010659
CCR4   	MAF    	0.014058
CCR4   	MMP9   	0.013403
CCR4   	MRC1   	0.0024009
CCR4   	MS4A2  	0.011307
CCR4   	PDCD1  	0.013306
CCR4   	PMCH   	0.0094019
CCR4   	POSTN  	0.0044103
CCR4   	PPARG  	0.014141
CCR4   	RETNLB 	0.0054492
CCR4   	RNASE2 	0.013246
CCR4   	RNASE3 	0.013721
CCR4   	RORC   	0.014228
CCR4   	SATB1  	0.013453
CCR4   	STAT5A 	0.01412
CCR4   	STAT6  	0.013797
CCR4   	TBX21  	0.014055
CCR4   	TGFB1  	0.013943
CCR4   	TNFRSF4	0.013992
CCR4   	TNFSF4 	0.013915
CCR4   	TSLP   	0.014137
CCR8   	CD40LG 	0.013939
CCR8   	CLC    	0.012447
CCR8   	CLCA1  	0.0095974
CCR8   	CMA1   	0.012235
CCR8   	CPA3   	0.0088997
CCR8   	CRLF2  	0.014942
CCR8   	CSF2   	0.013845
CCR8   	CSF3R  	0.013502
CCR8   	CYSLTR1	0.011667
CCR8   	EPX    	0.013799
CCR8   	FCER1A 	0.0094471
CCR8   	FOXP3  	0.014097
CCR8   	GATA3  	0.013882
CCR8   	GPR44  	0.0147
CCR8   	ICOS   	0.013827
CCR8   	IFNG   	0.013956
CCR8   	IFNGR2 	0.013557
CCR8   	IL10   	0.013873
CCR8   	IL12A  	0.013951
CCR8   	IL12B  	0.013957
CCR8   	IL13   	0.01392
CCR8   	IL13RA1	0.013906
CCR8   	IL13RA2	0.013945
CCR8   	IL17A  	0.013962
CCR8   	IL17RB 	0.013168
CCR8   	IL18   	0.013876
CCR8   	IL1RL1 	0.013812
CCR8   	IL21   	0.013975
CCR8   	IL25   	0.013898
CCR8   	IL2RA  	0.01394
CCR8   	IL3    	0.013913
CCR8   	IL33   	0.013965
CCR8   	IL3RA  	0.013716
CCR8   	IL4    	0.013818
CCR8   	IL4R   	0.013808
CCR8   	IL5    	0.013919
CCR8   	IL5RA  	0.014146
CCR8   	IL9    	0.013698
CCR8   	KIT    	0.012797
CCR8   	KITLG  	0.013206
CCR8   	LTB4R  	0.010496
CCR8   	MAF    	0.013923
CCR8   	MMP9   	0.013314
CCR8   	MRC1   	0.0024107
CCR8   	MS4A2  	0.010887
CCR8   	PDCD1  	0.012815
CCR8   	PMCH   	0.0094846
CCR8   	POSTN  	0.0042355
CCR8   	PPARG  	0.014058
CCR8   	RETNLB 	0.0054682
CCR8   	RNASE2 	0.013462
CCR8   	RNASE3 	0.013815
CCR8   	RORC   	0.014041
CCR8   	SATB1  	0.013204
CCR8   	STAT5A 	0.014126
CCR8   	STAT6  	0.013814
CCR8   	TBX21  	0.013979
CCR8   	TGFB1  	0.013903
CCR8   	TNFRSF4	0.013798
CCR8   	TNFSF4 	0.013674
CCR8   	TSLP   	0.01411
CD40LG 	CLC    	0.011667
CD40LG 	CLCA1  	0.0098088
CD40LG 	CMA1   	0.01291
CD40LG 	CPA3   	0.010481
CD40LG 	CRLF2  	0.014096
CD40LG 	CSF2   	0.013804
CD40LG 	CSF3R  	0.014114
CD40LG 	CYSLTR1	0.011792
CD40LG 	EPX    	0.013163
CD40LG 	FCER1A 	0.010164
CD40LG 	FOXP3  	0.014142
CD40LG 	GATA3  	0.013996
CD40LG 	GPR44  	0.013509
CD40LG 	ICOS   	0.014481
CD40LG 	IFNG   	0.014003
CD40LG 	IFNGR2 	0.01417
CD40LG 	IL10   	0.01402
CD40LG 	IL12A  	0.014111
CD40LG 	IL12B  	0.01402
CD40LG 	IL13   	0.013818
CD40LG 	IL13RA1	0.013966
CD40LG 	IL13RA2	0.014001
CD40LG 	IL17A  	0.014005
CD40LG 	IL17RB 	0.013399
CD40LG 	IL18   	0.013929
CD40LG 	IL1RL1 	0.014099
CD40LG 	IL21   	0.01411
CD40LG 	IL25   	0.013914
CD40LG 	IL2RA  	0.014032
CD40LG 	IL3    	0.013904
CD40LG 	IL33   	0.014036
CD40LG 	IL3RA  	0.013891
CD40LG 	IL4    	0.013834
CD40LG 	IL4R   	0.013656
CD40LG 	IL5    	0.013771
CD40LG 	IL5RA  	0.013968
CD40LG 	IL9    	0.013715
CD40LG 	KIT    	0.013237
CD40LG 	KITLG  	0.013339
CD40LG 	LTB4R  	0.010956
CD40LG 	MAF    	0.014303
CD40LG 	MMP9   	0.013633
CD40LG 	MRC1   	0.0028175
CD40LG 	MS4A2  	0.011422
CD40LG 	PDCD1  	0.014524
CD40LG 	PMCH   	0.0090858
CD40LG 	POSTN  	0.0045544
CD40LG 	PPARG  	0.014094
CD40LG 	RETNLB 	0.0057979
CD40LG 	RNASE2 	0.012852
CD40LG 	RNASE3 	0.013527
CD40LG 	RORC   	0.014346
CD40LG 	SATB1  	0.013445
CD40LG 	STAT5A 	0.013965
CD40LG 	STAT6  	0.013734
CD40LG 	TBX21  	0.014139
CD40LG 	TGFB1  	0.013941
CD40LG 	TNFRSF4	0.015238
CD40LG 	TNFSF4 	0.015624
CD40LG 	TSLP   	0.014134
CLC    	CLCA1  	0.006427
CLC    	CMA1   	0.0091631
CLC    	CPA3   	0.0057128
CLC    	CRLF2  	0.010039
CLC    	CSF2   	0.014904
CLC    	CSF3R  	0.011428
CLC    	CYSLTR1	0.0099387
CLC    	EPX    	0.044755
CLC    	FCER1A 	0.0058802
CLC    	FOXP3  	0.011382
CLC    	GATA3  	0.010982
CLC    	GPR44  	0.012234
CLC    	ICOS   	0.010608
CLC    	IFNG   	0.011664
CLC    	IFNGR2 	0.0093387
CLC    	IL10   	0.011511
CLC    	IL12A  	0.011004
CLC    	IL12B  	0.011464
CLC    	IL13   	0.011837
CLC    	IL13RA1	0.010285
CLC    	IL13RA2	0.011024
CLC    	IL17A  	0.011692
CLC    	IL17RB 	0.0099452
CLC    	IL18   	0.011693
CLC    	IL1RL1 	0.010588
CLC    	IL21   	0.011534
CLC    	IL25   	0.011764
CLC    	IL2RA  	0.01281
CLC    	IL3    	0.013143
CLC    	IL33   	0.011659
CLC    	IL3RA  	0.011834
CLC    	IL4    	0.011895
CLC    	IL4R   	0.01149
CLC    	IL5    	0.013772
CLC    	IL5RA  	0.012555
CLC    	IL9    	0.011748
CLC    	KIT    	0.01051
CLC    	KITLG  	0.011261
CLC    	LTB4R  	0.0077416
CLC    	MAF    	0.010319
CLC    	MMP9   	0.010889
CLC    	MRC1   	0.0010152
CLC    	MS4A2  	0.0072568
CLC    	PDCD1  	0.0083615
CLC    	PMCH   	0.0072782
CLC    	POSTN  	0.0020806
CLC    	PPARG  	0.011378
CLC    	RETNLB 	0.0032604
CLC    	RNASE2 	0.054672
CLC    	RNASE3 	0.031668
CLC    	RORC   	0.01021
CLC    	SATB1  	0.0098074
CLC    	STAT5A 	0.011573
CLC    	STAT6  	0.011505
CLC    	TBX21  	0.011097
CLC    	TGFB1  	0.011834
CLC    	TNFRSF4	0.010129
CLC    	TNFSF4 	0.0096047
CLC    	TSLP   	0.01168
CLCA1  	CMA1   	0.0096638
CLCA1  	CPA3   	0.0064748
CLCA1  	CRLF2  	0.0089868
CLCA1  	CSF2   	0.010084
CLCA1  	CSF3R  	0.0089076
CLCA1  	CYSLTR1	0.0072199
CLCA1  	EPX    	0.008472
CLCA1  	FCER1A 	0.0056528
CLCA1  	FOXP3  	0.010088
CLCA1  	GATA3  	0.010027
CLCA1  	GPR44  	0.0091568
CLCA1  	ICOS   	0.0095237
CLCA1  	IFNG   	0.0102
CLCA1  	IFNGR2 	0.0090228
CLCA1  	IL10   	0.010254
CLCA1  	IL12A  	0.0097927
CLCA1  	IL12B  	0.010153
CLCA1  	IL13   	0.014159
CLCA1  	IL13RA1	0.010656
CLCA1  	IL13RA2	0.011522
CLCA1  	IL17A  	0.010235
CLCA1  	IL17RB 	0.0089203
CLCA1  	IL18   	0.01044
CLCA1  	IL1RL1 	0.0095229
CLCA1  	IL21   	0.010447
CLCA1  	IL25   	0.010986
CLCA1  	IL2RA  	0.010478
CLCA1  	IL3    	0.010293
CLCA1  	IL33   	0.010459
CLCA1  	IL3RA  	0.0095827
CLCA1  	IL4    	0.0099728
CLCA1  	IL4R   	0.010274
CLCA1  	IL5    	0.0099031
CLCA1  	IL5RA  	0.010623
CLCA1  	IL9    	0.015317
CLCA1  	KIT    	0.00903
CLCA1  	KITLG  	0.0095831
CLCA1  	LTB4R  	0.0063592
CLCA1  	MAF    	0.0096018
CLCA1  	MMP9   	0.009751
CLCA1  	MRC1   	0.0012421
CLCA1  	MS4A2  	0.0069792
CLCA1  	PDCD1  	0.0082823
CLCA1  	PMCH   	0.0048682
CLCA1  	POSTN  	0.19242
CLCA1  	PPARG  	0.0094637
CLCA1  	RETNLB 	0.003335
CLCA1  	RNASE2 	0.0080195
CLCA1  	RNASE3 	0.0091747
CLCA1  	RORC   	0.0095046
CLCA1  	SATB1  	0.0083092
CLCA1  	STAT5A 	0.010002
CLCA1  	STAT6  	0.010107
CLCA1  	TBX21  	0.010089
CLCA1  	TGFB1  	0.010225
CLCA1  	TNFRSF4	0.0091176
CLCA1  	TNFSF4 	0.008897
CLCA1  	TSLP   	0.010526
CMA1   	CPA3   	0.06385
CMA1   	CRLF2  	0.01195
CMA1   	CSF2   	0.013366
CMA1   	CSF3R  	0.013708
CMA1   	CYSLTR1	0.014222
CMA1   	EPX    	0.01138
CMA1   	FCER1A 	0.0094368
CMA1   	FOXP3  	0.012653
CMA1   	GATA3  	0.012353
CMA1   	GPR44  	0.011841
CMA1   	ICOS   	0.012263
CMA1   	IFNG   	0.012794
CMA1   	IFNGR2 	0.011684
CMA1   	IL10   	0.012788
CMA1   	IL12A  	0.01244
CMA1   	IL12B  	0.012555
CMA1   	IL13   	0.01269
CMA1   	IL13RA1	0.012296
CMA1   	IL13RA2	0.012764
CMA1   	IL17A  	0.012745
CMA1   	IL17RB 	0.010967
CMA1   	IL18   	0.012798
CMA1   	IL1RL1 	0.011933
CMA1   	IL21   	0.012761
CMA1   	IL25   	0.012459
CMA1   	IL2RA  	0.012935
CMA1   	IL3    	0.013723
CMA1   	IL33   	0.012546
CMA1   	IL3RA  	0.01473
CMA1   	IL4    	0.013272
CMA1   	IL4R   	0.012548
CMA1   	IL5    	0.012537
CMA1   	IL5RA  	0.013048
CMA1   	IL9    	0.013637
CMA1   	KIT    	0.024952
CMA1   	KITLG  	0.015822
CMA1   	LTB4R  	0.014625
CMA1   	MAF    	0.012292
CMA1   	MMP9   	0.014878
CMA1   	MRC1   	0.0015064
CMA1   	MS4A2  	0.010393
CMA1   	PDCD1  	0.01097
CMA1   	PMCH   	0.0065735
CMA1   	POSTN  	0.0048102
CMA1   	PPARG  	0.0132
CMA1   	RETNLB 	0.0040757
CMA1   	RNASE2 	0.01092
CMA1   	RNASE3 	0.012225
CMA1   	RORC   	0.012422
CMA1   	SATB1  	0.01142
CMA1   	STAT5A 	0.013606
CMA1   	STAT6  	0.012281
CMA1   	TBX21  	0.012562
CMA1   	TGFB1  	0.013384
CMA1   	TNFRSF4	0.012271
CMA1   	TNFSF4 	0.012099
CMA1   	TSLP   	0.01275
CPA3   	CRLF2  	0.0085979
CPA3   	CSF2   	0.012032
CPA3   	CSF3R  	0.012222
CPA3   	CYSLTR1	0.010841
CPA3   	EPX    	0.0081632
CPA3   	FCER1A 	0.006218
CPA3   	FOXP3  	0.0098397
CPA3   	GATA3  	0.0092314
CPA3   	GPR44  	0.0086327
CPA3   	ICOS   	0.0089605
CPA3   	IFNG   	0.010277
CPA3   	IFNGR2 	0.0078102
CPA3   	IL10   	0.010282
CPA3   	IL12A  	0.0093133
CPA3   	IL12B  	0.0096432
CPA3   	IL13   	0.010091
CPA3   	IL13RA1	0.0089831
CPA3   	IL13RA2	0.0099319
CPA3   	IL17A  	0.010087
CPA3   	IL17RB 	0.0070638
CPA3   	IL18   	0.01007
CPA3   	IL1RL1 	0.0081457
CPA3   	IL21   	0.010124
CPA3   	IL25   	0.0094831
CPA3   	IL2RA  	0.010672
CPA3   	IL3    	0.013002
CPA3   	IL33   	0.0095093
CPA3   	IL3RA  	0.015812
CPA3   	IL4    	0.012045
CPA3   	IL4R   	0.010103
CPA3   	IL5    	0.0099508
CPA3   	IL5RA  	0.010743
CPA3   	IL9    	0.012861
CPA3   	KIT    	0.05049
CPA3   	KITLG  	0.018221
CPA3   	LTB4R  	0.010994
CPA3   	MAF    	0.0089286
CPA3   	MMP9   	0.014905
CPA3   	MRC1   	0.00070174
CPA3   	MS4A2  	0.00714
CPA3   	PDCD1  	0.0070494
CPA3   	PMCH   	0.0039106
CPA3   	POSTN  	0.0022171
CPA3   	PPARG  	0.010452
CPA3   	RETNLB 	0.0024554
CPA3   	RNASE2 	0.0076407
CPA3   	RNASE3 	0.0095816
CPA3   	RORC   	0.0087812
CPA3   	SATB1  	0.0078646
CPA3   	STAT5A 	0.012738
CPA3   	STAT6  	0.0094707
CPA3   	TBX21  	0.0095951
CPA3   	TGFB1  	0.011416
CPA3   	TNFRSF4	0.0088802
CPA3   	TNFSF4 	0.0085954
CPA3   	TSLP   	0.010178
CRLF2  	CSF2   	0.013933
CRLF2  	CSF3R  	0.014264
CRLF2  	CYSLTR1	0.010453
CRLF2  	EPX    	0.012662
CRLF2  	FCER1A 	0.0083571
CRLF2  	FOXP3  	0.014189
CRLF2  	GATA3  	0.013536
CRLF2  	GPR44  	0.013493
CRLF2  	ICOS   	0.013698
CRLF2  	IFNG   	0.013989
CRLF2  	IFNGR2 	0.012663
CRLF2  	IL10   	0.013777
CRLF2  	IL12A  	0.013689
CRLF2  	IL12B  	0.013746
CRLF2  	IL13   	0.01395
CRLF2  	IL13RA1	0.013263
CRLF2  	IL13RA2	0.0136
CRLF2  	IL17A  	0.014015
CRLF2  	IL17RB 	0.0126
CRLF2  	IL18   	0.013791
CRLF2  	IL1RL1 	0.01333
CRLF2  	IL21   	0.014156
CRLF2  	IL25   	0.014262
CRLF2  	IL2RA  	0.013931
CRLF2  	IL3    	0.014121
CRLF2  	IL33   	0.014302
CRLF2  	IL3RA  	0.013873
CRLF2  	IL4    	0.013845
CRLF2  	IL4R   	0.013419
CRLF2  	IL5    	0.013867
CRLF2  	IL5RA  	0.014166
CRLF2  	IL9    	0.013811
CRLF2  	KIT    	0.012905
CRLF2  	KITLG  	0.013041
CRLF2  	LTB4R  	0.0091387
CRLF2  	MAF    	0.013532
CRLF2  	MMP9   	0.01312
CRLF2  	MRC1   	0.0016608
CRLF2  	MS4A2  	0.0098494
CRLF2  	PDCD1  	0.011916
CRLF2  	PMCH   	0.0076271
CRLF2  	POSTN  	0.0035692
CRLF2  	PPARG  	0.014053
CRLF2  	RETNLB 	0.0045518
CRLF2  	RNASE2 	0.012058
CRLF2  	RNASE3 	0.013228
CRLF2  	RORC   	0.013751
CRLF2  	SATB1  	0.012024
CRLF2  	STAT5A 	0.015374
CRLF2  	STAT6  	0.013625
CRLF2  	TBX21  	0.013897
CRLF2  	TGFB1  	0.013823
CRLF2  	TNFRSF4	0.01373
CRLF2  	TNFSF4 	0.014601
CRLF2  	TSLP   	0.016924
CSF2   	CSF3R  	0.014887
CSF2   	CYSLTR1	0.013551
CSF2   	EPX    	0.014393
CSF2   	FCER1A 	0.010074
CSF2   	FOXP3  	0.0138
CSF2   	GATA3  	0.013706
CSF2   	GPR44  	0.013504
CSF2   	ICOS   	0.013736
CSF2   	IFNG   	0.013765
CSF2   	IFNGR2 	0.013743
CSF2   	IL10   	0.013742
CSF2   	IL12A  	0.013788
CSF2   	IL12B  	0.013772
CSF2   	IL13   	0.013662
CSF2   	IL13RA1	0.01371
CSF2   	IL13RA2	0.013768
CSF2   	IL17A  	0.01378
CSF2   	IL17RB 	0.013305
CSF2   	IL18   	0.013803
CSF2   	IL1RL1 	0.013911
CSF2   	IL21   	0.013825
CSF2   	IL25   	0.013767
CSF2   	IL2RA  	0.013826
CSF2   	IL3    	0.013901
CSF2   	IL33   	0.013876
CSF2   	IL3RA  	0.013984
CSF2   	IL4    	0.013646
CSF2   	IL4R   	0.013547
CSF2   	IL5    	0.013717
CSF2   	IL5RA  	0.013933
CSF2   	IL9    	0.013628
CSF2   	KIT    	0.013634
CSF2   	KITLG  	0.013746
CSF2   	LTB4R  	0.013247
CSF2   	MAF    	0.013779
CSF2   	MMP9   	0.013418
CSF2   	MRC1   	0.0025229
CSF2   	MS4A2  	0.011382
CSF2   	PDCD1  	0.01321
CSF2   	PMCH   	0.0090979
CSF2   	POSTN  	0.005089
CSF2   	PPARG  	0.013873
CSF2   	RETNLB 	0.0054312
CSF2   	RNASE2 	0.014603
CSF2   	RNASE3 	0.014137
CSF2   	RORC   	0.013903
CSF2   	SATB1  	0.013145
CSF2   	STAT5A 	0.013881
CSF2   	STAT6  	0.01349
CSF2   	TBX21  	0.013796
CSF2   	TGFB1  	0.013808
CSF2   	TNFRSF4	0.013796
CSF2   	TNFSF4 	0.013747
CSF2   	TSLP   	0.013844
CSF3R  	CYSLTR1	0.012025
CSF3R  	EPX    	0.013241
CSF3R  	FCER1A 	0.0085466
CSF3R  	FOXP3  	0.013773
CSF3R  	GATA3  	0.01335
CSF3R  	GPR44  	0.012912
CSF3R  	ICOS   	0.013377
CSF3R  	IFNG   	0.013769
CSF3R  	IFNGR2 	0.012671
CSF3R  	IL10   	0.013809
CSF3R  	IL12A  	0.013509
CSF3R  	IL12B  	0.013669
CSF3R  	IL13   	0.01364
CSF3R  	IL13RA1	0.013205
CSF3R  	IL13RA2	0.013693
CSF3R  	IL17A  	0.013738
CSF3R  	IL17RB 	0.011797
CSF3R  	IL18   	0.013727
CSF3R  	IL1RL1 	0.012968
CSF3R  	IL21   	0.013988
CSF3R  	IL25   	0.013405
CSF3R  	IL2RA  	0.014351
CSF3R  	IL3    	0.015636
CSF3R  	IL33   	0.013667
CSF3R  	IL3RA  	0.018033
CSF3R  	IL4    	0.013703
CSF3R  	IL4R   	0.013801
CSF3R  	IL5    	0.013677
CSF3R  	IL5RA  	0.014864
CSF3R  	IL9    	0.013861
CSF3R  	KIT    	0.01543
CSF3R  	KITLG  	0.01432
CSF3R  	LTB4R  	0.011343
CSF3R  	MAF    	0.0133
CSF3R  	MMP9   	0.013305
CSF3R  	MRC1   	0.0015906
CSF3R  	MS4A2  	0.010288
CSF3R  	PDCD1  	0.011859
CSF3R  	PMCH   	0.0074641
CSF3R  	POSTN  	0.0035536
CSF3R  	PPARG  	0.013869
CSF3R  	RETNLB 	0.0044055
CSF3R  	RNASE2 	0.012909
CSF3R  	RNASE3 	0.013876
CSF3R  	RORC   	0.013458
CSF3R  	SATB1  	0.011847
CSF3R  	STAT5A 	0.015636
CSF3R  	STAT6  	0.013358
CSF3R  	TBX21  	0.013727
CSF3R  	TGFB1  	0.014084
CSF3R  	TNFRSF4	0.013374
CSF3R  	TNFSF4 	0.013123
CSF3R  	TSLP   	0.014091
CYSLTR1	EPX    	0.011969
CYSLTR1	FCER1A 	0.0063349
CYSLTR1	FOXP3  	0.011519
CYSLTR1	GATA3  	0.011151
CYSLTR1	GPR44  	0.011425
CYSLTR1	ICOS   	0.010854
CYSLTR1	IFNG   	0.012065
CYSLTR1	IFNGR2 	0.0099244
CYSLTR1	IL10   	0.011722
CYSLTR1	IL12A  	0.011193
CYSLTR1	IL12B  	0.011476
CYSLTR1	IL13   	0.011774
CYSLTR1	IL13RA1	0.010652
CYSLTR1	IL13RA2	0.011222
CYSLTR1	IL17A  	0.011823
CYSLTR1	IL17RB 	0.0099158
CYSLTR1	IL18   	0.013924
CYSLTR1	IL1RL1 	0.01128
CYSLTR1	IL21   	0.011736
CYSLTR1	IL25   	0.011668
CYSLTR1	IL2RA  	0.011854
CYSLTR1	IL3    	0.012902
CYSLTR1	IL33   	0.011852
CYSLTR1	IL3RA  	0.01349
CYSLTR1	IL4    	0.011938
CYSLTR1	IL4R   	0.011501
CYSLTR1	IL5    	0.012664
CYSLTR1	IL5RA  	0.012003
CYSLTR1	IL9    	0.012521
CYSLTR1	KIT    	0.014219
CYSLTR1	KITLG  	0.024362
CYSLTR1	LTB4R  	0.078233
CYSLTR1	MAF    	0.010728
CYSLTR1	MMP9   	0.011531
CYSLTR1	MRC1   	0.0011588
CYSLTR1	MS4A2  	0.0076882
CYSLTR1	PDCD1  	0.0091019
